01100;Educación militar y de defensa
01100;Educación y capacitación
01100;Gerencia y administración
01100;Leyes y gobierno
01100;Seguridad pública
01100;Servicio a la persona y humanización
02100;Educación militar y de defensa
02100;Educación y capacitación
02100;Leyes y gobierno
02100;Seguridad pública
02100;Servicio a la persona y humanización
03100;Educación militar y de defensa
03100;Leyes y gobierno
03100;Seguridad pública
03100;Servicio al cliente
11110;Ciencias políticas y educación cívica
11110;Gerencia y administración
11110;Leyes y gobierno
11110;Recursos humanos y de personal
11110;Servicio al cliente
11120;Ciencias políticas y educación cívica
11120;Gerencia y administración
11120;Leyes y gobierno
11120;Matemáticas
11120;Periodismo, comunicación y reportajes
11120;Recursos humanos y de personal
11120;Servicio al cliente
11120;Servicios de oficina y administrativos
11130;Gerencia y administración
11130;Leyes y gobierno
11130;Literatura y lingüística
11130;Recursos humanos y de personal
11140;Gerencia y administración
11140;Leyes y gobierno
11140;Mercadotecnia y publicidad
11140;Recursos humanos y de personal
11140;Servicios de oficina y administrativos
11200;Gerencia y administración
11200;Leyes y gobierno
11200;Mercadotecnia y publicidad
11200;Recursos humanos y de personal
11200;Servicio al cliente
11200;Servicios de oficina y administrativos
12111;Contabilidad e impuestos
12111;Economía
12111;Gerencia y administración
12111;Gestión financiera, administración bancaria y seguros
12111;Leyes y gobierno
12111;Matemáticas
12111;Recursos humanos y de personal
12111;Servicios de oficina y administrativos
12112;Contabilidad e impuestos
12112;Economía
12112;Gerencia y administración
12112;Gestión financiera, administración bancaria y seguros
12112;Leyes y gobierno
12112;Recursos humanos y de personal
12112;Servicio al cliente
12113;Contabilidad e impuestos
12113;Economía
12113;Gerencia y administración
12113;Gestión financiera, administración bancaria y seguros
12113;Leyes y gobierno
12113;Recursos humanos y de personal
12120;Gerencia y administración
12120;Idioma extranjero
12120;Leyes y gobierno
12120;Recursos humanos y de personal
12120;Seguridad y salud en el trabajo
12120;Servicio al cliente
12120;Servicios de oficina y administrativos
12130;Contabilidad e impuestos
12130;Educación y capacitación
12130;Gerencia y administración
12130;Leyes y gobierno
12130;Matemáticas
12130;Recursos humanos y de personal
12130;Servicio al cliente
12130;Servicios de oficina y administrativos
12191;Gerencia y administración
12191;Mantenimiento
12191;Recursos humanos y de personal
12191;Servicio al cliente
12191;Servicios de oficina y administrativos
12199;Biología
12199;Computadoras, electrónica y automatización
12199;Economía
12199;Geografía y territorio
12199;Gerencia y administración
12199;Idioma extranjero
12199;Producción y procesamiento
12199;Seguridad y salud en el trabajo
12199;Servicio al cliente
12199;Servicios de oficina y administrativos
12211;Gerencia y administración
12211;Manejo de las TIC
12211;Mercadotecnia y publicidad
12211;Periodismo, comunicación y reportajes
12211;Recursos humanos y de personal
12211;Servicio al cliente
12211;Servicios de oficina y administrativos
12212;Gerencia y administración
12212;Leyes y gobierno
12212;Manejo de las TIC
12212;Mercadotecnia y publicidad
12212;Servicio al cliente
12212;Servicios de oficina y administrativos
12220;Gerencia y administración
12220;Leyes y gobierno
12220;Manejo de las TIC
12220;Mercadotecnia y publicidad
12220;Periodismo, comunicación y reportajes
12220;Servicio al cliente
12220;Servicios de oficina y administrativos
12230;Biología
12230;Bioquímica
12230;Diseño
12230;Educación y capacitación
12230;Física
12230;Geografía y territorio
12230;Gerencia y administración
12230;Idioma extranjero
12230;Ingeniería y tecnología
12230;Leyes y gobierno
12230;Manejo de las TIC
12230;Materiales (vidrio, papel, plástico y madera)
12230;Química
12230;Recursos humanos y de personal
12230;Servicio al cliente
13110;Biología
13110;Educación y capacitación
13110;Gerencia y administración
13110;Horticultura (técnicas de huertas, invernaderos, viveros y jardines)
13110;Ingeniería y tecnología
13110;Manejo de las TIC
13110;Procesamiento de alimentos
13110;Producción agrícola y pecuaria
13110;Producción y procesamiento
13110;Recursos humanos y de personal
13110;Servicio al cliente
13120;Acuicultura y pesca
13120;Biología
13120;Gerencia y administración
13120;Matemáticas
13120;Procesamiento de alimentos
13120;Producción y procesamiento
13120;Recursos humanos y de personal
13120;Servicio al cliente
13120;Servicios de oficina y administrativos
13210;Diseño
13210;Estadística
13210;Gerencia y administración
13210;Ingeniería y tecnología
13210;Leyes y gobierno
13210;Mercadotecnia y publicidad
13210;Producción y procesamiento
13210;Recursos humanos y de personal
13210;Saneamiento de la comunidad
13210;Seguridad y salud en el trabajo
13210;Servicio al cliente
13210;Servicios de oficina y administrativos
13220;Gerencia y administración
13220;Ingeniería y tecnología
13220;Minería y extracción
13220;Recursos humanos y de personal
13220;Seguridad y salud en el trabajo
13220;Servicio al cliente
