01100;Planear, organizar, comandar e implementar las políticas y actividades de divisiones, brigadas, bases, batallones o unidades militares de combate en el ejército nacional, armada nacional o fuerza aérea colombiana.
01100;Comandar y participar en las operaciones de las fuerzas especiales y de tarea conjunta.
01100;Desarrollar operaciones militares con base en el conocimiento de las capacidades y acciones de la unidad a su cargo.
01100;Dirigir operaciones de despliegue rápido.
01100;Asumir la responsabilidad por el bienestar moral y disciplina de los batallones, destacamentos o unidades a su cargo.
01100;Comandar e intervenir en actividades de vigilancia y protección del territorio, espacio aéreo y aguas territoriales.
01100;Capacitar y preparar al personal en operaciones militares, el uso de armas y demás equipos de combate.
01100;Dirigir y orientar a los subordinados en el entrenamiento y las actividades de unidades de acuerdo con prácticas militares.
01100;Orientar los ejercicios de combate y otros entrenamientos de actividades de carácter ceremonial y público.
01100;Evitar cualquier práctica abusiva, arbitraria o discriminatoria.
01100;Organizar y brindar ayuda en operaciones de apoyo a las autoridades civiles en el control del orden público, apoyo en desastres naturales y otras situaciones de emergencia.
01100;Realizar tareas civiles bajo el grado de oficiales.
01100;Pasar revista a las unidades, preparar informes y rendir partes a sus superiores.
01100;Desempeñar funciones afines.
02100;Planificar, dirigir, controlar e implementar políticas y procedimientos de unidades militares en consulta con los superiores.
02100;Comandar y dirigir las actividades de unidades a su cargo de acuerdo con prácticas militares y mantener la disciplina.
02100;Desarrollar operativos militares conforme a las pautas impartidas por los oficiales superiores.
02100;Comandar, siguiendo lineamientos de los oficiales superiores, actividades de vigilancia y protección del territorio, espacio aéreo y aguas territoriales.
02100;Asumir la responsabilidad por el bienestar, moral y disciplina de las unidades a su cargo.
02100;Apoyar a los superiores en la orientación de ejercicios de combate y otros entrenamientos, y participar en actividades de carácter ceremonial y público.
02100;Apoyar a los oficiales en la capacitación y preparación del personal para operaciones militares, el uso de armas y demás equipos de militares para el mantenimiento de la seguridad nacional.
02100;Pasar revista a las unidades, preparar y rendir informes a sus superiores.
02100;Participar y brindar ayuda en operaciones de apoyo a las autoridades civiles en el control del orden público, en funciones de socorro en desastres naturales y otras situaciones de emergencia cuando se requiera.
02100;Evitar cualquier práctica abusiva, arbitraria o discriminatoria.
02100;Realizar tareas civiles bajo el grado de suboficiales.
02100;Desempeñar funciones afines.
03100;Acatar procedimientos con base en las directrices de los comandantes de las unidades militares y normas de disciplina.
03100;Atender actividades de vigilancia y protección del territorio, espacio aéreo y aguas territoriales.
03100;Operar vehículos blindados, artillería, armamento y otros equipos de combate militar y sistemas de defensa.
03100;Participar en ejercicios de combate y otros entrenamientos de preparación y en actividades de carácter ceremonial y público.
03100;Participar y brindar ayuda en operaciones de apoyo a las autoridades civiles en el control del orden público, en funciones de socorro en desastres naturales y otras situaciones de emergencia.
03100;Ejercer funciones de guardia.
03100;Operar y asistir en el mantenimiento del equipo de comunicación fijo, aéreotransportable, móvil y naval en las Fuerzas Armadas.
03100;Desempeñar funciones administrativas.
03100;Desempeñar funciones afines.
11110;Definir, formular y orientar la política, programas y procedimientos del gobierno nacional, departamental y municipal o de la colectividad local.
11110;Elaborar, promulgar, modificar o derogar leyes y decretos de los gobiernos, dentro del marco de la constitución que determina sus poderes y el ámbito de su jurisdicción.
11110;Nombrar a los jefes de los gabinetes ministeriales, departamentos administrativos, agentes diplomáticos y demás directores o gerentes de establecimientos públicos, cuyo nombramiento no corresponda según la ley a otros funcionarios o corporaciones.
11110;Presidir los trabajos de los cuerpos legislativos deliberantes del gobierno nacional, departamental y municipal o de la colectividad local, o participar en dichos trabajos.
11110;Integrar consejos deliberantes del gobierno o comisiones oficiales.
11110;Defender los intereses del electorado que representan.
11110;Dirigir, asesorar e interpretar en su calidad de miembro del gobierno a los administradores, funcionarios de los estamentos ministeriales y de los órganos que de ellos dependen en cuanto a la interpretación y aplicación de la política del gobierno.
11110;Representar a la rama del poder público correspondiente o delegar en representantes para que actúe en nombre de ella en audiencias públicas, medios de comunicación u otras funciones oficiales.
11110;Preparar y presentar informes de sus programas y actividades a los entes de control y corporaciones.
11110;Planear, dirigir y supervisar la formación, entrenamiento, rendimiento, selección y contratación del personal a cargo.
11110;Desempeñar funciones afines.
11120;Formular o aprobar y evaluar los programas, objetivos y procedimientos para la aplicación de las políticas gubernamentales en conjunción o consulta con el gobierno o comités principales.
11120;Recomendar, revisar, evaluar y aprobar los documentos, escritos, informes, reportajes, investigación y observaciones sobre temas en particular presentados por los mandos medios y altos funcionarios.
11120;Organizar, dirigir y garantizar que los comités de evaluación, control de investigaciones, sistemas y procedimientos apropiados son desarrollados e implementados para ofrecer un control presupuestario, normativo y administrativo.
11120;Coordinar y asesorar con asistencia de otros directores, grupos de trabajo y funcionarios las actividades u órganos del gobierno que lo requieran.
11120;Planear, coordinar y vigilar la logística, protocolo diplomático de reuniones intergubernamentales conferencias con dirigentes y funcionarios del orden nacional, municipal o departamental.
11120;Dirigir, asesorar e implementar en su calidad de director de gobierno a los administradores, funcionarios y de los órganos que de ellos dependen en cuanto a la interpretación y aplicación de la política del gobierno.
11120;Hacer presentaciones ante comisiones legislativas y otros órganos de la administración pública en materia de políticas, programas o presupuestos.
11120;Supervisar la interpretación y aplicación de las políticas gubernamentales y de la legislación por departamentos y organismos gubernamentales.
11120;Planear, organizar, dirigir y controlar las actividades de la policía.
11120;Desarrollar e implementar políticas y procedimientos de policía.
11120;Velar por las investigaciones policivas y garantizar que los procedimientos sean conducidos según las leyes y regulaciones.
11120;Estudiar los ascensos, transferencias y acciones disciplinarias.
11120;Asesorar a políticos o diplomáticos sobre los efectos sociales, económicos y políticos de las decisiones del gobierno colombiano o extranjero.
11120;Coordinar la logística y vigilar el desarrollo de procesos electorales para asegurar que los procedimientos de votación se lleven a cabo de conformidad con las normas.
11120;Planear, dirigir y supervisar la formación, entrenamiento, rendimiento, selección y contratación del personal a cargo.
